album,lyric
folklore (deluxe version),It must have been her fault his heart gave out
folklore (deluxe version),And they said
folklore (deluxe version),"""There goes the last great American dynasty"
folklore (deluxe version),"Who knows, if she never showed up, what could've been"
folklore (deluxe version),There goes the maddest woman this town has ever seen
folklore (deluxe version),"She had a marvelous time ruining everything"""
folklore (deluxe version),Rebekah gave up on the Rhode Island set forever
folklore (deluxe version),Flew in all her Bitch Pack friends from the city
folklore (deluxe version),Filled the pool with champagne and swam with the big names
folklore (deluxe version),And blew through the money on the boys and the ballet
folklore (deluxe version),And losing on card game bets with Dalí
folklore (deluxe version),And they said
folklore (deluxe version),"""There goes the last great American dynasty"
folklore (deluxe version),"Who knows, if she never showed up, what could've been"
folklore (deluxe version),There goes the most shameless woman this town has ever seen
folklore (deluxe version),"She had a marvelous time ruining everything"""
folklore (deluxe version),They say she was seen on occasion
folklore (deluxe version),"Pacing the rocks, staring out at the midnight sea"
folklore (deluxe version),And in a feud with her neighbor
folklore (deluxe version),She stole his dog and dyed it key lime green
folklore (deluxe version),Fifty years is a long time
folklore (deluxe version),Holiday House sat quietly on that beach
folklore (deluxe version),"Free of women with madness, their men and bad habits"
folklore (deluxe version),And then it was bought by me
folklore (deluxe version),"Who knows, if I never showed up, what could've been"
folklore (deluxe version),There goes the loudest woman this town has ever seen
folklore (deluxe version),I had a marvelous time ruining everything
folklore (deluxe version),I had a marvelous time ruining everything
folklore (deluxe version),A marvelous time ruining everything
folklore (deluxe version),A marvelous time
folklore (deluxe version),I had a marvelous time
folklore (deluxe version),"I can see you standing, honey"
folklore (deluxe version),With his arms around your body
folklore (deluxe version),"Laughin', but the joke's not funny at all"
folklore (deluxe version),And it took you five whole minutes
folklore (deluxe version),To pack us up and leave me with it
folklore (deluxe version),Holdin' all this love out here in the hall
folklore (deluxe version),I think I've seen this film before
folklore (deluxe version),And I didn't like the ending
folklore (deluxe version),You're not my homeland anymore
folklore (deluxe version),So what am I defending now?
folklore (deluxe version),"You were my town, now I'm in exile, seein' you out"
folklore (deluxe version),I think I've seen this film before
folklore (deluxe version),"Ooh, ooh, ooh"
folklore (deluxe version),"I can see you starin', honey"
folklore (deluxe version),Like he's just your understudy
folklore (deluxe version),Like you'd get your knuckles bloody for me
folklore (deluxe version),"Second, third, and hundredth chances"
folklore (deluxe version),Balancin' on breaking branches
folklore (deluxe version),Those eyes add insult to injury
folklore (deluxe version),I think I've seen this film before
folklore (deluxe version),And I didn't like the ending
folklore (deluxe version),I'm not your problem anymore
folklore (deluxe version),So who am I offending now?
folklore (deluxe version),"You were my crown, now I'm in exile, seein' you out"
folklore (deluxe version),I think I've seen this film before
folklore (deluxe version),So I'm leaving out the side door
folklore (deluxe version),"So step right out, there is no amount"
folklore (deluxe version),Of crying I can do for you
folklore (deluxe version),All this time
folklore (deluxe version),We always walked a very thin line
folklore (deluxe version),You didn't even hear me out (You didn't even hear me out)
folklore (deluxe version),You never gave a warning sign (I gave so many signs)
folklore (deluxe version),All this time
folklore (deluxe version),I never learned to read your mind (Never learned to read my mind)
folklore (deluxe version),I couldn't turn things around (You never turned things around)
folklore (deluxe version),'Cause you never gave a warning sign (I gave so many signs)
folklore (deluxe version),"So many signs, so many signs"
folklore (deluxe version),You didn't even see the signs
folklore (deluxe version),I think I've seen this film before
folklore (deluxe version),And I didn't like the ending
folklore (deluxe version),You're not my homeland anymore
folklore (deluxe version),So what am I defending now?
folklore (deluxe version),"You were my town, now I'm in exile, seein' you out"
folklore (deluxe version),I think I've seen this film before
folklore (deluxe version),So I'm leavin' out the side door
folklore (deluxe version),"So step right out, there is no amount"
folklore (deluxe version),Of crying I can do for you
folklore (deluxe version),All this time
folklore (deluxe version),We always walked a very thin line
folklore (deluxe version),You didn't even hear me out (Didn't even hear me out)
folklore (deluxe version),You never gave a warning sign (I gave so many signs)
folklore (deluxe version),All this time
folklore (deluxe version),I never learned to read your mind (Never learned to read my mind)
folklore (deluxe version),I couldn't turn things around (You never turned things around)
folklore (deluxe version),'Cause you never gave a warning sign (I gave so many signs)
folklore (deluxe version),You never gave a warning sign (All this time)
folklore (deluxe version),(So many times) I never learned to read your mind
folklore (deluxe version),(So many signs) I couldn't turn things around (I couldn't turn things around)
folklore (deluxe version),'Cause you never gave a warning sign (You never gave a warning sign)
folklore (deluxe version),You never gave a warning sign
folklore (deluxe version),"Ah, ah"
folklore (deluxe version),"We gather here, we line up, weepin' in a sunlit room"
folklore (deluxe version),"And if I'm on fire, you'll be made of ashes, too"
folklore (deluxe version),"Even on my worst day, did I deserve, babe"
folklore (deluxe version),All the hell you gave me?
folklore (deluxe version),"'Cause I loved you, I swear I loved you"
folklore (deluxe version),'Til my dying day
folklore (deluxe version),I didn't have it in myself to go with grace
folklore (deluxe version),"And you're the hero flying around, saving face"
folklore (deluxe version),"And if I'm dead to you, why are you at the wake?"
folklore (deluxe version),"Cursing my name, wishing I stayed"
folklore (deluxe version),Look at how my tears ricochet
folklore (deluxe version),"We gather stones, never knowing what they'll mean"
folklore (deluxe version),"Some to throw, some to make a diamond ring"
folklore (deluxe version),You know I didn't want to have to haunt you
folklore (deluxe version),But what a ghostly scene
folklore (deluxe version),You wear the same jewels that I gave you
folklore (deluxe version),As you bury me
folklore (deluxe version),I didn't have it in myself to go with grace
folklore (deluxe version),"'Cause when I'd fight, you used to tell me I was brave"
folklore (deluxe version),"And if I'm dead to you, why are you at the wake?"
folklore (deluxe version),"Cursing my name, wishing I stayed"
folklore (deluxe version),Look at how my tears ricochet
folklore (deluxe version),And I can go anywhere I want
folklore (deluxe version),"Anywhere I want, just not home"
folklore (deluxe version),"And you can aim for my heart, go for blood"
folklore (deluxe version),But you would still miss me in your bones
folklore (deluxe version),And I still talk to you (When I'm screaming at the sky)
folklore (deluxe version),And when you can't sleep at night (You hear my stolen lullabies)
folklore (deluxe version),I didn't have it in myself to go with grace
folklore (deluxe version),And so the battleships will sink beneath the waves
folklore (deluxe version),"You had to kill me, but it killed you just the same"
folklore (deluxe version),"Cursing my name, wishing I stayed"
folklore (deluxe version),You turned into your worst fears
folklore (deluxe version),"And you're tossing out blame, drunk on this pain"
folklore (deluxe version),Crossing out the good years
folklore (deluxe version),"And you're cursing my name, wishing I stayed"
folklore (deluxe version),Look at how my tears ricochet
folklore (deluxe version),I want you to know
folklore (deluxe version),I'm a mirrorball
folklore (deluxe version),I'll show you every version of yourself tonight
folklore (deluxe version),I'll get you out on the floor
folklore (deluxe version),Shimmering beautiful
folklore (deluxe version),"And when I break, it's in a million pieces"
folklore (deluxe version),"Hush, when no one is around, my dear"
folklore (deluxe version),You'll find me on my tallest tiptoes
folklore (deluxe version),"Spinning in my highest heels, love"
folklore (deluxe version),Shining just for you
folklore (deluxe version),"Hush, I know they said the end is near"
folklore (deluxe version),But I'm still on my tallest tiptoes
folklore (deluxe version),"Spinning in my highest heels, love"
folklore (deluxe version),Shining just for you
folklore (deluxe version),I want you to know
folklore (deluxe version),I'm a mirrorball
folklore (deluxe version),I can change everything about me to fit in
folklore (deluxe version),You are not like the regulars
folklore (deluxe version),The masquerade revelers
folklore (deluxe version),Drunk as they watch my shattered edges glisten
folklore (deluxe version),"Hush, when no one is around, my dear"
folklore (deluxe version),You'll find me on my tallest tiptoes
folklore (deluxe version),"Spinning in my highest heels, love"
folklore (deluxe version),Shining just for you
folklore (deluxe version),"Hush, I know they said the end is near"
folklore (deluxe version),But I'm still on my tallest tiptoes
folklore (deluxe version),"Spinning in my highest heels, love"
folklore (deluxe version),Shining just for you
folklore (deluxe version),"And they called off the circus, burned the disco down"
folklore (deluxe version),When they sent home the horses and the rodeo clowns
folklore (deluxe version),I'm still on that tightrope
folklore (deluxe version),I'm still trying everything to get you laughing at me
folklore (deluxe version),"And I'm still a believer, but I don't know why"
folklore (deluxe version),"I've never been a natural, all I do is try, try, try"
folklore (deluxe version),I'm still on that trapeze
folklore (deluxe version),I'm still trying everything to keep you looking at me
folklore (deluxe version),Because I'm a mirrorball
folklore (deluxe version),I'm a mirrorball
folklore (deluxe version),And I'll show you every version of yourself tonight
folklore (deluxe version),Please picture me in the trees
folklore (deluxe version),I hit my peak at seven
folklore (deluxe version),Feet in the swing over the creek
folklore (deluxe version),I was too scared to jump in
folklore (deluxe version),"But I, I was high in the sky"
folklore (deluxe version),With Pennsylvania under me
folklore (deluxe version),Are there still beautiful things?
folklore (deluxe version),Sweet tea in the summer
folklore (deluxe version),"Cross your heart, won't tell no other"
folklore (deluxe version),And though I can’t recall your face
folklore (deluxe version),I still got love for you
folklore (deluxe version),Your braids like a pattern
folklore (deluxe version),Love you to the Moon and to Saturn
folklore (deluxe version),Passed down like folk songs
folklore (deluxe version),The love lasts so long
folklore (deluxe version),And I've been meaning to tell you
folklore (deluxe version),I think your house is haunted
folklore (deluxe version),Your dad is always mad and that must be why
folklore (deluxe version),And I think you should come live with me
